Sample,Z
214,0.4736
215,0.4742
216,0.4743
217,0.4738
218,0.4725
219,0.4730
220,0.4714
221,0.4713
222,0.4706
223,0.4693
224,0.4692
225,0.4692
226,0.4686
227,0.4673
228,0.4678
229,0.4681
230,0.4686
231,0.4689
232,0.4695
233,0.4694
234,0.4709
235,0.4713
236,0.4717
237,0.4722
238,0.4731
239,0.4731
240,0.4733
241,0.4731
242,0.4733
243,0.4733
244,0.4731
245,0.4713
246,0.4724
247,0.4713
248,0.4712
249,0.4695
250,0.4702
251,0.4693
252,0.4695
253,0.4694
254,0.4692
255,0.4692
256,0.4692
257,0.4692
258,0.4694
259,0.4693
260,0.4698
261,0.4712
262,0.4714
263,0.4716
264,0.4725
265,0.4722
266,0.4728
267,0.4725
268,0.4719
269,0.4716
270,0.4713
271,0.4711
272,0.4708
273,0.4697
274,0.4696
275,0.4694
276,0.4693
277,0.4692
278,0.4695
279,0.4694
280,0.4698
281,0.4698
282,0.4708
283,0.4706
284,0.4696
285,0.4713
286,0.4713
287,0.4712
288,0.4714
289,0.4712
290,0.4713
291,0.4703
292,0.4711
293,0.4713
294,0.4706
295,0.4705
296,0.4710
297,0.4709
298,0.4697
299,0.4707
300,0.4712
301,0.4710
302,0.4713
303,0.4713
304,0.4713
305,0.4713
306,0.4704
307,0.4713
308,0.4714
309,0.4711
310,0.4707
311,0.4705
312,0.4701
313,0.4697
314,0.4696
315,0.4694
316,0.4693
317,0.4693
318,0.4695
319,0.4695
320,0.4702
321,0.4708
322,0.4711
323,0.4710
324,0.4712
325,0.4710
326,0.4713
327,0.4711
328,0.4712
329,0.4711
330,0.4713
331,0.4711
332,0.4714
333,0.4710
334,0.4711
335,0.4706
336,0.4707
337,0.4702
338,0.4701
339,0.4679
340,0.4693
341,0.4693
342,0.4694
343,0.4695
344,0.4692
345,0.4693
346,0.4693
347,0.4693
348,0.4692
349,0.4698
350,0.4702
351,0.4705
352,0.4710
353,0.4713
354,0.4713
355,0.4713
356,0.4712
357,0.4713
358,0.4714
359,0.4714
360,0.4711
361,0.4709
362,0.4695
363,0.4698
364,0.4695
365,0.4693
366,0.4692
367,0.4691
368,0.4680
369,0.4690
370,0.4692
371,0.4688
372,0.4692
373,0.4693
374,0.4697
375,0.4700
376,0.4698
377,0.4711
378,0.4712
379,0.4714
380,0.4712
381,0.4713
382,0.4714
383,0.4714
384,0.4712
385,0.4710
386,0.4708
387,0.4698
388,0.4696
389,0.4697
390,0.4695
391,0.4694
392,0.4694
393,0.4695
394,0.4693
395,0.4695
396,0.4692
397,0.4694
398,0.4694
399,0.4694
400,0.4695
401,0.4694
402,0.4697
403,0.4698
404,0.4693
405,0.4695
406,0.4697
407,0.4693
408,0.4705
409,0.4702
410,0.4695
411,0.4705
412,0.4706
413,0.4707
414,0.4708
415,0.4706
416,0.4710
417,0.4710
418,0.4695
419,0.4702
420,0.4697
421,0.4695
422,0.4695
423,0.4694
424,0.4694
425,0.4692
426,0.4693
427,0.4692
428,0.4693
429,0.4695
430,0.4695
431,0.4701
432,0.4702
433,0.4709
434,0.4708
435,0.4707
436,0.4711
437,0.4711
438,0.4712
439,0.4713
440,0.4711
441,0.4703
442,0.4699
443,0.4700
444,0.4703
445,0.4700
446,0.4694
447,0.4697
448,0.4702
449,0.4697
450,0.4695
451,0.4694
452,0.4698
453,0.4695
454,0.4692
455,0.4667
456,0.4654
457,0.4626
458,0.4599
459,0.4572
460,0.4542
461,0.4512
462,0.4478
463,0.4444
464,0.4419
465,0.4385
466,0.4360
467,0.4332
468,0.4302
469,0.4267
470,0.4241
471,0.4205
472,0.4174
473,0.4146
474,0.4108
475,0.4071
476,0.4030
477,0.3991
478,0.3952
479,0.3914
480,0.3878
481,0.3846
482,0.3806
483,0.3776
484,0.3745
485,0.3719
486,0.3699
487,0.3677
488,0.3656
489,0.3636
490,0.3610
491,0.3580
492,0.3560
493,0.3530
494,0.3503
495,0.3469
496,0.3444
497,0.3409
498,0.3386
499,0.3364
500,0.3334
501,0.3319
502,0.3294
503,0.3274
504,0.3253
505,0.3238
506,0.3218
507,0.3209
508,0.3192
509,0.3177
510,0.3172
511,0.3152
512,0.3132
513,0.3118
514,0.3102
515,0.3091
516,0.3073
517,0.3067
518,0.3055
519,0.3045
520,0.3033
521,0.3030
522,0.3016
523,0.3000
524,0.2996
525,0.2986
526,0.2975
527,0.2958
528,0.2955
529,0.2936
530,0.2918
531,0.2914
532,0.2897
533,0.2892
534,0.2882
535,0.2878
536,0.2878
537,0.2877
538,0.2873
539,0.2873
540,0.2871
541,0.2874
542,0.2874
543,0.2874
544,0.2863
545,0.2869
546,0.2860
547,0.2858
548,0.2857
549,0.2852
550,0.2847
551,0.2838
552,0.2831
553,0.2834
554,0.2820
555,0.2817
556,0.2819
557,0.2818
558,0.2807
559,0.2810
560,0.2809
561,0.2800
562,0.2805
563,0.2800
564,0.2798
565,0.2798
566,0.2798
567,0.2802
568,0.2799
569,0.2799
570,0.2801
571,0.2801
572,0.2798
573,0.2803
574,0.2805
575,0.2808
576,0.2815
577,0.2816
578,0.2818
579,0.2819
580,0.2830
581,0.2825
582,0.2826
583,0.2829
584,0.2834
585,0.2833
586,0.2837
587,0.2836
588,0.2837
589,0.2838
590,0.2839
591,0.2839
592,0.2840
593,0.2846
594,0.2857
595,0.2874
596,0.2877
597,0.2896
598,0.2910
599,0.2917
600,0.2923
601,0.2935
602,0.2940
603,0.2936
604,0.2946
605,0.2954
606,0.2957
607,0.2960
608,0.2974
609,0.2975
610,0.2979
611,0.2994
612,0.3007
613,0.3016
614,0.3034
615,0.3051
616,0.3069
617,0.3088
618,0.3102
619,0.3127
620,0.3149
621,0.3170
622,0.3208
623,0.3248
624,0.3289
625,0.3330
626,0.3365
627,0.3404
628,0.3442
629,0.3472
630,0.3502
631,0.3539
632,0.3564
633,0.3599
634,0.3621
635,0.3647
636,0.3670
637,0.3693
638,0.3712
639,0.3737
640,0.3757
641,0.3780
642,0.3809
643,0.3834
644,0.3869
645,0.3895
646,0.3932
647,0.3975
648,0.4026
649,0.4067
650,0.4112
651,0.4166
652,0.4210
653,0.4262
654,0.4303
655,0.4356
656,0.4400
657,0.4440
658,0.4479
659,0.4519
660,0.4556
661,0.4588
662,0.4600
663,0.4617
664,0.4623
665,0.4637
666,0.4642
667,0.4654
668,0.4654
669,0.4655
670,0.4656
671,0.4661
672,0.4661
673,0.4653
674,0.4661
675,0.4661
676,0.4661
677,0.4658
678,0.4664
679,0.4670
680,0.4673
681,0.4675
682,0.4673
683,0.4677
684,0.4673
685,0.4686
686,0.4689
687,0.4692
688,0.4692
689,0.4691
690,0.4691
691,0.4680
692,0.4684
693,0.4683
694,0.4681
695,0.4677
696,0.4674
697,0.4673
698,0.4673
699,0.4673
700,0.4672
701,0.4674
702,0.4670
703,0.4673
704,0.4672
705,0.4670
706,0.4673
707,0.4676
708,0.4679
709,0.4684
710,0.4689
711,0.4691
712,0.4692
713,0.4692
714,0.4693
715,0.4689
716,0.4692
717,0.4691
718,0.4689
719,0.4688
720,0.4684
721,0.4691
722,0.4691
723,0.4689
724,0.4681
725,0.4684
726,0.4681
727,0.4683
728,0.4682
729,0.4680
730,0.4683
731,0.4688
732,0.4672
733,0.4678
734,0.4681
735,0.4679
736,0.4678
737,0.4678
738,0.4682
739,0.4674
740,0.4678
741,0.4685
742,0.4689
743,0.4689
744,0.4691
745,0.4693
746,0.4692
747,0.4684
748,0.4693
749,0.4692
750,0.4690
751,0.4679
752,0.4683
753,0.4674
754,0.4673
755,0.4656
756,0.4666
757,0.4660
758,0.4656
759,0.4653
760,0.4658
761,0.4664
762,0.4672
763,0.4671
764,0.4684
765,0.4692
766,0.4692
767,0.4694
768,0.4697
769,0.4699
770,0.4697
771,0.4692
772,0.4691
773,0.4692
774,0.4679
775,0.4678
776,0.4681
777,0.4676
778,0.4676
779,0.4673
780,0.4673
781,0.4672
782,0.4672
783,0.4672
784,0.4673
785,0.4672
786,0.4669
787,0.4672
788,0.4658
789,0.4670
790,0.4673
791,0.4672
792,0.4673
793,0.4673
794,0.4676
795,0.4680
796,0.4680
797,0.4684
798,0.4688
799,0.4692
800,0.4692
801,0.4688
802,0.4677
803,0.4686
804,0.4685
805,0.4680
806,0.4675
807,0.4675
808,0.4673
809,0.4668
810,0.4656
811,0.4664
812,0.4657
813,0.4658
814,0.4657
815,0.4669
816,0.4670
817,0.4670
818,0.4673
819,0.4675
820,0.4676
821,0.4681
822,0.4683
823,0.4691
824,0.4691
825,0.4685
826,0.4683
827,0.4677
828,0.4688
829,0.4686
830,0.4674
831,0.4676
832,0.4675
833,0.4673
834,0.4674
835,0.4667
836,0.4677
837,0.4673
838,0.4675
839,0.4673
840,0.4674
841,0.4674
842,0.4676
843,0.4675
844,0.4675
845,0.4673
846,0.4673
847,0.4673
848,0.4673
849,0.4673
850,0.4675
851,0.4673
852,0.4675
853,0.4674
854,0.4676
855,0.4678
856,0.4682
857,0.4680
858,0.4678
859,0.4673
860,0.4674
861,0.4680
862,0.4675
863,0.4677
864,0.4674
865,0.4673
866,0.4668
867,0.4657
868,0.4663
869,0.4662
870,0.4670
871,0.4663
872,0.4664
873,0.4673
874,0.4667
875,0.4672
876,0.4677
877,0.4675
878,0.4687
879,0.4685
880,0.4692
881,0.4692
882,0.4689
883,0.4691
884,0.4685
885,0.4690
886,0.4692
887,0.4689
888,0.4684
889,0.4681
890,0.4679
891,0.4673
892,0.4675
893,0.4675
894,0.4677
895,0.4676
896,0.4676
897,0.4672
898,0.4674
899,0.4675
Rate 0, overflows 0
