Sample,X,Y,Z
94,0.305,-0.023,0.883
95,0.305,-0.016,0.891
96,0.312,-0.016,0.895
97,0.309,-0.020,0.895
98,0.316,-0.004,0.895
99,0.301,-0.012,0.883
100,0.305,-0.008,0.875
101,0.309,-0.012,0.867
102,0.312,-0.027,0.867
103,0.301,-0.023,0.859
104,0.301,-0.020,0.852
105,0.309,-0.016,0.855
106,0.301,-0.027,0.859
107,0.301,-0.031,0.852
108,0.297,-0.016,0.852
109,0.301,-0.027,0.863
110,0.301,-0.023,0.859
111,0.309,-0.027,0.871
112,0.309,-0.027,0.875
113,0.312,-0.020,0.867
114,0.305,-0.016,0.879
115,0.301,-0.020,0.887
116,0.309,-0.020,0.875
117,0.312,-0.023,0.887
118,0.309,-0.027,0.883
119,0.316,-0.031,0.887
120,0.305,-0.031,0.875
121,0.312,-0.027,0.879
122,0.305,-0.031,0.867
123,0.305,-0.023,0.863
124,0.309,-0.039,0.867
125,0.309,-0.031,0.867
126,0.301,-0.012,0.871
127,0.309,-0.023,0.867
128,0.309,-0.020,0.867
129,0.312,-0.020,0.875
130,0.309,-0.031,0.871
131,0.301,-0.031,0.871
132,0.305,-0.031,0.875
133,0.305,-0.023,0.871
134,0.309,-0.027,0.871
135,0.293,-0.031,0.867
136,0.309,-0.039,0.871
137,0.309,-0.027,0.867
138,0.312,-0.023,0.879
139,0.309,-0.023,0.875
140,0.320,-0.012,0.879
141,0.305,-0.020,0.879
142,0.312,-0.027,0.883
143,0.305,-0.023,0.871
144,0.309,-0.023,0.863
145,0.301,-0.016,0.871
146,0.312,-0.016,0.871
147,0.305,-0.020,0.867
148,0.301,-0.020,0.863
149,0.309,-0.023,0.855
150,0.305,-0.031,0.863
151,0.297,-0.027,0.871
152,0.312,-0.027,0.867
153,0.309,-0.027,0.875
154,0.312,-0.023,0.883
155,0.305,-0.023,0.863
156,0.305,-0.031,0.879
157,0.297,-0.020,0.863
158,0.305,-0.023,0.879
159,0.297,-0.027,0.887
160,0.305,-0.039,0.875
161,0.301,-0.023,0.875
162,0.312,-0.031,0.871
163,0.301,-0.031,0.859
164,0.297,-0.031,0.863
165,0.301,-0.027,0.863
166,0.301,-0.027,0.867
167,0.305,-0.027,0.863
168,0.305,-0.027,0.867
169,0.305,-0.023,0.871
170,0.305,-0.027,0.879
171,0.309,-0.027,0.879
172,0.305,-0.027,0.879
173,0.305,-0.023,0.867
174,0.312,-0.031,0.871
175,0.305,-0.016,0.883
176,0.305,-0.031,0.883
177,0.305,-0.023,0.867
178,0.309,-0.027,0.867
179,0.316,-0.035,0.867
180,0.309,-0.027,0.863
181,0.305,-0.027,0.863
182,0.301,-0.023,0.867
183,0.301,-0.035,0.871
184,0.301,-0.031,0.875
185,0.301,-0.027,0.875
186,0.305,-0.027,0.871
187,0.309,-0.027,0.879
188,0.305,-0.023,0.879
189,0.312,-0.016,0.883
190,0.301,-0.027,0.879
191,0.301,-0.023,0.883
192,0.305,-0.020,0.887
193,0.305,-0.016,0.871
194,0.301,-0.020,0.871
195,0.305,-0.027,0.875
196,0.309,-0.020,0.871
197,0.305,-0.027,0.863
198,0.305,-0.035,0.871
199,0.301,-0.027,0.871
200,0.301,-0.023,0.871
201,0.312,-0.027,0.883
202,0.309,-0.020,0.883
203,0.312,-0.012,0.883
204,0.305,-0.020,0.895
205,0.301,-0.016,0.879
206,0.305,-0.027,0.891
207,0.301,-0.023,0.879
208,0.301,-0.027,0.875
209,0.301,-0.027,0.875
210,0.305,-0.031,0.875
211,0.309,-0.031,0.867
212,0.305,-0.031,0.855
213,0.305,-0.035,0.863
214,0.297,-0.031,0.863
215,0.297,-0.031,0.855
216,0.301,-0.016,0.863
217,0.305,-0.020,0.867
218,0.305,-0.027,0.867
219,0.297,-0.023,0.875
220,0.293,-0.035,0.871
221,0.297,-0.031,0.863
222,0.301,-0.031,0.875
223,0.301,-0.031,0.867
224,0.312,-0.020,0.867
225,0.305,-0.027,0.871
226,0.297,-0.023,0.867
227,0.305,-0.031,0.867
228,0.301,-0.027,0.863
229,0.305,-0.023,0.871
230,0.301,-0.023,0.879
231,0.301,-0.020,0.871
232,0.301,-0.027,0.879
233,0.301,-0.023,0.867
234,0.305,-0.020,0.883
235,0.305,-0.023,0.867
236,0.301,-0.027,0.863
237,0.297,-0.031,0.871
238,0.297,-0.016,0.875
239,0.297,-0.027,0.871
240,0.309,-0.027,0.863
241,0.297,-0.020,0.863
242,0.301,-0.027,0.867
243,0.297,-0.031,0.867
244,0.305,-0.027,0.863
245,0.309,-0.027,0.887
246,0.305,-0.039,0.879
247,0.305,-0.043,0.875
248,0.297,-0.035,0.879
249,0.309,-0.035,0.871
250,0.309,-0.027,0.879
251,0.305,-0.027,0.883
252,0.309,-0.027,0.883
253,0.301,-0.035,0.875
254,0.305,-0.031,0.875
255,0.305,-0.023,0.875
256,0.301,-0.031,0.863
257,0.301,-0.020,0.871
258,0.301,-0.020,0.867
259,0.312,-0.020,0.879
260,0.309,-0.023,0.867
261,0.312,-0.023,0.871
262,0.309,-0.027,0.883
263,0.301,-0.020,0.879
264,0.309,-0.023,0.875
265,0.305,-0.016,0.871
266,0.309,-0.012,0.883
267,0.309,-0.020,0.875
268,0.305,-0.023,0.867
269,0.312,-0.023,0.855
270,0.309,-0.023,0.863
271,0.309,-0.016,0.863
272,0.309,-0.023,0.855
273,0.305,-0.020,0.859
274,0.301,-0.020,0.863
275,0.297,-0.020,0.863
276,0.301,-0.020,0.871
277,0.297,-0.020,0.863
278,0.305,-0.027,0.859
279,0.297,-0.023,0.867
280,0.301,-0.027,0.879
281,0.297,-0.039,0.871
282,0.301,-0.031,0.863
283,0.305,-0.039,0.875
284,0.289,-0.027,0.863
285,0.301,-0.035,0.863
286,0.297,-0.031,0.863
287,0.297,-0.031,0.867
288,0.305,-0.031,0.859
289,0.305,-0.031,0.867
290,0.297,-0.035,0.875
291,0.301,-0.039,0.875
292,0.305,-0.035,0.875
293,0.305,-0.031,0.879
294,0.312,-0.020,0.891
295,0.305,-0.027,0.887
296,0.305,-0.031,0.895
297,0.305,-0.023,0.898
298,0.305,-0.023,0.887
299,0.309,-0.031,0.875
300,0.312,-0.023,0.887
301,0.309,-0.008,0.891
302,0.305,-0.016,0.887
303,0.301,-0.027,0.883
304,0.305,-0.023,0.887
305,0.305,-0.020,0.887
306,0.309,-0.012,0.883
307,0.305,-0.020,0.871
308,0.309,-0.016,0.891
309,0.305,-0.020,0.867
310,0.301,-0.020,0.859
311,0.305,-0.020,0.859
312,0.309,-0.016,0.855
313,0.297,-0.012,0.863
314,0.305,-0.020,0.867
315,0.305,-0.008,0.875
316,0.309,-0.012,0.867
317,0.312,-0.016,0.879
318,0.301,-0.012,0.883
319,0.305,-0.004,0.875
320,0.301,-0.012,0.875
321,0.305,-0.020,0.875
322,0.305,-0.004,0.879
323,0.305,-0.023,0.863
324,0.309,-0.016,0.859
325,0.305,-0.016,0.863
326,0.309,-0.023,0.855
327,0.309,-0.023,0.852
328,0.305,-0.023,0.852
329,0.301,-0.016,0.863
330,0.301,-0.031,0.855
331,0.305,-0.031,0.855
332,0.301,-0.039,0.867
333,0.305,-0.035,0.867
334,0.301,-0.035,0.867
335,0.297,-0.035,0.875
336,0.297,-0.035,0.891
337,0.301,-0.039,0.883
338,0.305,-0.031,0.879
339,0.305,-0.027,0.875
340,0.305,-0.039,0.875
341,0.309,-0.035,0.879
342,0.305,-0.035,0.879
343,0.309,-0.027,0.883
344,0.305,-0.023,0.867
345,0.309,-0.035,0.871
346,0.297,-0.016,0.879
347,0.305,-0.031,0.863
348,0.301,-0.020,0.875
349,0.305,-0.035,0.875
350,0.312,-0.031,0.879
351,0.309,-0.023,0.867
352,0.301,-0.031,0.871
353,0.301,-0.031,0.867
354,0.309,-0.012,0.859
355,0.305,-0.031,0.871
356,0.309,-0.027,0.879
357,0.312,-0.008,0.875
358,0.309,-0.020,0.879
359,0.312,-0.027,0.875
360,0.305,-0.012,0.875
361,0.309,-0.023,0.871
362,0.312,-0.012,0.891
363,0.309,-0.012,0.883
364,0.312,0.000,0.895
365,0.301,-0.008,0.883
366,0.309,-0.012,0.867
367,0.312,-0.016,0.875
368,0.301,-0.016,0.863
369,0.305,-0.031,0.867
370,0.301,-0.020,0.867
371,0.309,-0.027,0.867
372,0.297,-0.027,0.875
373,0.293,-0.027,0.879
374,0.297,-0.031,0.867
375,0.301,-0.023,0.871
376,0.301,-0.023,0.867
377,0.309,-0.023,0.875
378,0.305,-0.023,0.879
379,0.301,-0.016,0.867
380,0.293,-0.023,0.871
381,0.301,-0.027,0.871
382,0.305,-0.023,0.863
383,0.297,-0.035,0.867
384,0.293,-0.031,0.875
385,0.297,-0.031,0.875
386,0.305,-0.035,0.871
387,0.297,-0.051,0.863
388,0.289,-0.047,0.863
389,0.293,-0.047,0.855
390,0.301,-0.055,0.863
391,0.297,-0.039,0.863
392,0.305,-0.027,0.855
393,0.301,-0.039,0.859
394,0.305,-0.035,0.867
395,0.309,-0.027,0.879
396,0.309,-0.031,0.875
397,0.305,-0.031,0.879
398,0.305,-0.031,0.879
399,0.320,-0.023,0.883
400,0.309,-0.027,0.883
401,0.305,-0.035,0.879
402,0.309,-0.035,0.867
403,0.309,-0.035,0.867
404,0.309,-0.027,0.875
405,0.305,-0.020,0.879
406,0.324,-0.027,0.863
407,0.312,-0.027,0.867
408,0.320,-0.031,0.859
409,0.305,-0.016,0.855
410,0.309,-0.020,0.867
411,0.305,-0.008,0.871
412,0.301,-0.023,0.875
413,0.305,-0.020,0.863
414,0.309,-0.031,0.875
415,0.301,-0.027,0.879
416,0.301,-0.035,0.867
417,0.293,-0.023,0.867
418,0.301,-0.035,0.867
419,0.297,-0.039,0.871
420,0.297,-0.027,0.871
421,0.301,-0.031,0.863
422,0.301,-0.031,0.863
423,0.297,-0.023,0.867
424,0.301,-0.023,0.867
425,0.297,-0.023,0.863
426,0.301,-0.027,0.867
427,0.305,-0.016,0.883
428,0.301,-0.023,0.871
429,0.305,-0.023,0.879
430,0.305,-0.031,0.891
431,0.309,-0.027,0.887
432,0.309,-0.035,0.891
433,0.301,-0.023,0.891
434,0.301,-0.023,0.891
435,0.305,-0.031,0.871
436,0.297,-0.027,0.875
437,0.312,-0.031,0.875
438,0.301,-0.023,0.871
439,0.305,-0.023,0.879
440,0.305,-0.016,0.879
441,0.305,-0.008,0.879
442,0.301,-0.020,0.871
443,0.293,-0.027,0.867
444,0.297,-0.031,0.871
445,0.305,-0.027,0.871
446,0.297,-0.035,0.875
447,0.309,-0.039,0.887
448,0.309,-0.027,0.887
449,0.309,-0.035,0.875
450,0.301,-0.035,0.883
451,0.305,-0.031,0.871
452,0.301,-0.031,0.867
453,0.316,-0.027,0.871
454,0.301,-0.023,0.863
455,0.309,-0.023,0.859
456,0.305,-0.023,0.852
457,0.309,-0.020,0.859
458,0.309,-0.023,0.855
459,0.297,-0.027,0.855
460,0.305,-0.027,0.859
461,0.309,-0.027,0.855
462,0.309,-0.023,0.859
463,0.316,-0.031,0.863
464,0.309,-0.027,0.852
465,0.305,-0.027,0.859
466,0.305,-0.031,0.855
467,0.301,-0.031,0.863
468,0.305,-0.023,0.859
469,0.309,-0.023,0.867
470,0.301,-0.031,0.867
471,0.305,-0.035,0.875
472,0.301,-0.027,0.867
473,0.301,-0.027,0.871
474,0.309,-0.039,0.863
475,0.301,-0.039,0.855
476,0.305,-0.023,0.867
477,0.301,-0.035,0.859
478,0.297,-0.031,0.867
479,0.301,-0.035,0.863
480,0.301,-0.035,0.867
481,0.293,-0.031,0.875
482,0.305,-0.031,0.887
483,0.312,-0.020,0.887
484,0.301,-0.035,0.891
485,0.301,-0.035,0.891
486,0.297,-0.031,0.887
487,0.301,-0.031,0.895
488,0.309,-0.035,0.883
489,0.297,-0.035,0.883
490,0.305,-0.035,0.891
491,0.301,-0.039,0.879
492,0.297,-0.027,0.875
493,0.293,-0.027,0.867
494,0.297,-0.027,0.867
495,0.301,-0.027,0.871
496,0.305,-0.031,0.867
497,0.301,-0.020,0.879
498,0.297,-0.031,0.875
499,0.301,-0.027,0.883
500,0.305,-0.027,0.879
501,0.301,-0.023,0.863
502,0.305,-0.023,0.863
503,0.301,-0.027,0.867
504,0.312,-0.027,0.875
505,0.301,-0.012,0.855
506,0.305,-0.023,0.863
507,0.305,-0.016,0.855
508,0.309,-0.027,0.855
509,0.305,-0.023,0.863
510,0.309,-0.031,0.859
511,0.316,-0.027,0.867
512,0.305,-0.031,0.867
513,0.309,-0.039,0.871
514,0.301,-0.043,0.879
515,0.309,-0.031,0.875
516,0.305,-0.035,0.879
517,0.305,-0.023,0.879
518,0.312,-0.023,0.891
519,0.309,-0.027,0.875
520,0.309,-0.023,0.871
521,0.305,-0.035,0.871
522,0.309,-0.031,0.871
523,0.309,-0.027,0.875
524,0.301,-0.031,0.875
525,0.309,-0.016,0.883
526,0.309,-0.023,0.863
527,0.316,-0.035,0.871
528,0.309,-0.027,0.871
529,0.309,-0.027,0.879
530,0.309,-0.027,0.871
531,0.301,-0.020,0.883
532,0.305,-0.023,0.879
533,0.305,-0.027,0.879
534,0.297,-0.039,0.871
535,0.293,-0.031,0.867
536,0.301,-0.039,0.871
537,0.297,-0.039,0.863
538,0.301,-0.039,0.863
539,0.301,-0.027,0.844
540,0.293,-0.031,0.855
541,0.301,-0.031,0.844
542,0.297,-0.031,0.844
543,0.293,-0.023,0.844
544,0.293,-0.027,0.855
545,0.289,-0.031,0.852
546,0.305,-0.027,0.867
547,0.293,-0.031,0.867
548,0.293,-0.035,0.863
549,0.293,-0.031,0.871
550,0.293,-0.031,0.867
551,0.301,-0.027,0.871
552,0.297,-0.031,0.871
553,0.305,-0.020,0.891
554,0.305,-0.031,0.879
555,0.293,-0.012,0.883
556,0.305,-0.027,0.887
557,0.301,-0.023,0.883
558,0.301,-0.027,0.891
559,0.301,-0.008,0.895
560,0.312,-0.016,0.891
561,0.301,-0.020,0.879
562,0.309,-0.027,0.891
563,0.309,-0.031,0.895
564,0.309,-0.027,0.887
565,0.309,-0.020,0.887
566,0.305,-0.020,0.887
567,0.316,-0.016,0.895
568,0.320,-0.020,0.879
569,0.305,-0.016,0.879
570,0.309,-0.020,0.879
571,0.305,-0.012,0.867
572,0.309,-0.027,0.871
573,0.309,-0.023,0.859
574,0.305,-0.027,0.855
575,0.309,-0.035,0.863
576,0.309,-0.027,0.871
577,0.305,-0.027,0.867
578,0.301,-0.031,0.863
579,0.305,-0.023,0.855
580,0.309,-0.027,0.855
581,0.312,-0.023,0.867
582,0.305,-0.027,0.855
583,0.305,-0.027,0.859
584,0.293,-0.023,0.859
585,0.305,-0.035,0.852
586,0.301,-0.035,0.855
587,0.301,-0.039,0.848
588,0.305,-0.027,0.852
589,0.297,-0.039,0.852
590,0.301,-0.035,0.852
591,0.305,-0.035,0.848
592,0.305,-0.031,0.848
593,0.305,-0.027,0.855
594,0.301,-0.039,0.863
595,0.305,-0.027,0.859
596,0.301,-0.039,0.871
597,0.297,-0.039,0.871
598,0.301,-0.035,0.879
599,0.301,-0.020,0.891
600,0.293,-0.027,0.898
601,0.301,-0.027,0.895
602,0.309,-0.023,0.891
603,0.297,-0.020,0.895
604,0.301,-0.023,0.883
605,0.312,-0.023,0.879
606,0.309,-0.012,0.883
607,0.309,-0.012,0.875
608,0.312,-0.020,0.867
609,0.316,-0.004,0.895
610,0.316,-0.008,0.875
611,0.312,-0.016,0.883
612,0.309,-0.016,0.891
613,0.309,-0.016,0.887
614,0.301,-0.012,0.875
615,0.312,-0.035,0.879
616,0.312,-0.016,0.879
617,0.316,-0.027,0.879
618,0.305,-0.027,0.879
619,0.297,-0.031,0.879
620,0.301,-0.027,0.867
621,0.309,-0.027,0.871
622,0.301,-0.023,0.863
623,0.309,-0.016,0.875
624,0.305,-0.016,0.867
625,0.305,-0.020,0.867
626,0.305,-0.031,0.863
627,0.301,-0.027,0.867
628,0.301,-0.031,0.855
629,0.305,-0.039,0.863
630,0.309,-0.035,0.879
631,0.301,-0.031,0.871
632,0.301,-0.031,0.867
633,0.301,-0.027,0.863
634,0.297,-0.031,0.859
635,0.297,-0.035,0.863
636,0.301,-0.035,0.859
637,0.305,-0.023,0.863
638,0.293,-0.035,0.855
639,0.297,-0.035,0.855
640,0.297,-0.035,0.855
641,0.297,-0.027,0.852
642,0.301,-0.031,0.848
643,0.301,-0.020,0.871
644,0.312,-0.016,0.871
645,0.305,-0.020,0.871
646,0.301,-0.023,0.875
647,0.301,-0.023,0.879
648,0.293,-0.012,0.883
649,0.301,-0.023,0.891
650,0.305,-0.027,0.871
651,0.309,-0.027,0.875
652,0.297,-0.027,0.871
653,0.305,-0.023,0.879
654,0.309,-0.031,0.875
655,0.301,-0.023,0.875
656,0.301,-0.016,0.879
657,0.297,-0.027,0.871
658,0.312,-0.016,0.871
659,0.312,-0.023,0.875
660,0.301,-0.023,0.871
661,0.305,-0.027,0.875
662,0.301,-0.035,0.879
663,0.297,-0.023,0.875
664,0.301,-0.031,0.875
665,0.309,-0.020,0.871
666,0.312,-0.035,0.883
667,0.305,-0.023,0.867
668,0.297,-0.016,0.863
669,0.305,-0.020,0.867
670,0.305,-0.020,0.867
671,0.301,-0.023,0.859
672,0.297,-0.020,0.871
673,0.301,-0.012,0.867
674,0.309,-0.031,0.867
675,0.305,-0.035,0.867
676,0.305,-0.031,0.871
677,0.293,-0.020,0.863
678,0.309,-0.031,0.859
679,0.305,-0.023,0.875
680,0.312,-0.039,0.875
681,0.309,-0.031,0.863
682,0.309,-0.027,0.871
683,0.312,-0.027,0.871
684,0.297,-0.023,0.879
685,0.301,-0.027,0.875
686,0.301,-0.020,0.863
687,0.301,-0.027,0.875
688,0.301,-0.023,0.867
689,0.293,-0.027,0.859
690,0.301,-0.023,0.867
691,0.297,-0.023,0.867
692,0.301,-0.031,0.867
693,0.305,-0.027,0.871
694,0.289,-0.020,0.863
695,0.297,-0.023,0.863
696,0.305,-0.027,0.859
697,0.301,-0.023,0.859
698,0.297,-0.027,0.867
699,0.301,-0.031,0.863
700,0.301,-0.016,0.887
701,0.301,-0.012,0.875
702,0.301,-0.031,0.875
703,0.301,-0.031,0.863
704,0.305,-0.023,0.879
705,0.301,-0.020,0.867
706,0.301,-0.023,0.867
707,0.305,-0.012,0.879
708,0.309,-0.023,0.871
709,0.305,-0.027,0.863
710,0.305,-0.027,0.867
711,0.301,-0.027,0.855
712,0.305,-0.035,0.844
713,0.309,-0.020,0.863
714,0.309,-0.012,0.859
715,0.312,-0.012,0.867
716,0.312,-0.012,0.863
717,0.305,-0.020,0.879
718,0.312,-0.020,0.883
719,0.305,-0.020,0.879
720,0.305,-0.023,0.883
721,0.312,-0.016,0.891
722,0.305,-0.023,0.879
723,0.301,-0.035,0.871
724,0.301,-0.039,0.879
725,0.301,-0.035,0.871
726,0.301,-0.035,0.883
727,0.297,-0.035,0.879
728,0.320,-0.027,0.883
729,0.309,-0.027,0.879
730,0.305,-0.016,0.891
731,0.309,-0.008,0.879
732,0.316,-0.012,0.887
733,0.312,-0.012,0.883
734,0.309,-0.008,0.883
735,0.312,0.000,0.875
736,0.305,-0.008,0.867
737,0.305,-0.020,0.867
738,0.305,-0.020,0.863
739,0.301,-0.027,0.867
740,0.301,-0.031,0.859
741,0.305,-0.027,0.855
742,0.305,-0.027,0.852
743,0.297,-0.027,0.848
744,0.305,-0.023,0.863
745,0.293,-0.012,0.863
746,0.305,-0.012,0.875
747,0.305,-0.016,0.875
748,0.309,-0.008,0.875
749,0.309,-0.012,0.867
750,0.305,-0.020,0.879
751,0.297,-0.008,0.863
752,0.285,-0.008,0.879
753,0.309,-0.023,0.875
754,0.301,-0.020,0.871
755,0.297,-0.023,0.875
756,0.301,-0.016,0.871
757,0.309,-0.020,0.875
758,0.305,-0.020,0.879
759,0.301,-0.027,0.887
760,0.316,-0.016,0.879
761,0.309,-0.008,0.879
762,0.305,-0.008,0.883
763,0.305,-0.004,0.895
764,0.309,-0.008,0.898
765,0.305,-0.008,0.887
766,0.305,-0.027,0.902
767,0.309,-0.023,0.891
768,0.305,-0.023,0.887
769,0.305,-0.031,0.883
770,0.305,-0.023,0.879
771,0.301,-0.023,0.871
772,0.297,-0.023,0.871
773,0.297,-0.027,0.859
774,0.301,-0.027,0.852
775,0.309,-0.035,0.844
776,0.309,-0.027,0.848
777,0.305,-0.020,0.855
778,0.297,-0.027,0.852
779,0.297,-0.035,0.859
780,0.301,-0.027,0.852
781,0.301,-0.031,0.852
782,0.301,-0.035,0.848
783,0.301,-0.035,0.852
784,0.301,-0.031,0.855
785,0.301,-0.035,0.855
786,0.293,-0.035,0.852
787,0.305,-0.043,0.852
788,0.305,-0.031,0.852
789,0.301,-0.031,0.867
790,0.297,-0.031,0.859
791,0.309,-0.023,0.875
792,0.309,-0.020,0.871
793,0.309,-0.012,0.871
794,0.305,-0.027,0.867
795,0.312,-0.020,0.875
796,0.309,-0.020,0.871
797,0.305,-0.016,0.867
798,0.312,-0.008,0.879
799,0.309,-0.008,0.879
800,0.309,-0.016,0.875
801,0.309,-0.004,0.879
802,0.312,-0.012,0.879
803,0.305,-0.004,0.879
804,0.305,-0.012,0.879
805,0.309,-0.004,0.887
806,0.305,-0.012,0.879
807,0.309,-0.012,0.871
808,0.301,-0.008,0.883
809,0.305,-0.012,0.871
810,0.305,-0.008,0.863
811,0.301,-0.008,0.867
812,0.316,-0.008,0.871
813,0.305,-0.012,0.855
814,0.309,-0.012,0.875
815,0.309,-0.023,0.863
816,0.309,-0.008,0.875
817,0.305,-0.020,0.875
818,0.305,-0.012,0.879
819,0.312,-0.004,0.891
820,0.301,-0.020,0.875
821,0.309,-0.020,0.871
822,0.305,-0.031,0.871
823,0.297,-0.027,0.875
824,0.305,-0.039,0.875
825,0.301,-0.023,0.879
826,0.305,-0.035,0.891
827,0.309,-0.035,0.875
828,0.309,-0.031,0.867
829,0.309,-0.031,0.871
830,0.301,-0.027,0.859
831,0.309,-0.020,0.863
832,0.301,-0.020,0.852
833,0.309,-0.027,0.855
834,0.309,-0.020,0.852
835,0.301,-0.020,0.859
836,0.305,-0.023,0.848
837,0.305,-0.020,0.844
838,0.301,-0.023,0.855
839,0.297,-0.016,0.859
840,0.305,-0.020,0.863
841,0.309,-0.023,0.855
842,0.305,-0.027,0.863
843,0.301,-0.016,0.859
844,0.312,-0.016,0.867
845,0.312,-0.020,0.855
846,0.309,-0.012,0.867
847,0.309,-0.008,0.875
848,0.309,-0.016,0.871
849,0.316,-0.012,0.875
850,0.309,-0.012,0.883
851,0.320,-0.008,0.887
852,0.312,-0.020,0.895
853,0.301,-0.012,0.891
854,0.309,-0.008,0.891
855,0.305,-0.016,0.879
856,0.312,-0.023,0.883
857,0.312,-0.023,0.883
858,0.309,-0.016,0.879
859,0.309,-0.020,0.871
860,0.301,-0.004,0.879
861,0.305,0.000,0.867
862,0.309,0.000,0.875
863,0.305,-0.008,0.875
864,0.305,-0.008,0.883
865,0.309,-0.012,0.871
866,0.305,-0.012,0.863
867,0.301,-0.016,0.871
868,0.305,-0.016,0.867
869,0.301,-0.035,0.867
870,0.297,-0.020,0.867
871,0.301,-0.020,0.867
872,0.297,-0.023,0.863
873,0.305,-0.035,0.867
874,0.297,-0.020,0.867
875,0.297,-0.016,0.855
876,0.293,-0.027,0.867
877,0.301,-0.027,0.871
878,0.297,-0.035,0.863
879,0.301,-0.031,0.863
880,0.293,-0.023,0.875
881,0.293,-0.027,0.863
882,0.297,-0.023,0.867
883,0.297,-0.031,0.867
884,0.301,-0.031,0.875
885,0.305,-0.023,0.871
886,0.297,-0.027,0.875
887,0.301,-0.023,0.855
888,0.305,-0.016,0.879
889,0.301,-0.020,0.875
890,0.297,-0.016,0.879
891,0.301,-0.020,0.871
892,0.305,-0.027,0.875
893,0.305,-0.020,0.871
894,0.309,-0.016,0.863
895,0.309,-0.023,0.855
896,0.309,-0.012,0.867
897,0.312,-0.020,0.875
898,0.309,-0.020,0.859
899,0.305,-0.027,0.863
900,0.305,-0.031,0.871
901,0.309,-0.020,0.867
902,0.309,-0.027,0.871
903,0.309,-0.016,0.875
904,0.297,-0.023,0.883
905,0.301,-0.027,0.879
906,0.305,-0.031,0.879
907,0.305,-0.012,0.887
908,0.309,-0.027,0.875
909,0.301,-0.004,0.875
910,0.312,-0.016,0.867
911,0.312,-0.008,0.863
912,0.301,-0.008,0.863
913,0.297,-0.016,0.871
914,0.293,-0.012,0.867
915,0.305,-0.023,0.863
916,0.297,-0.020,0.867
917,0.301,-0.012,0.875
918,0.301,-0.020,0.879
919,0.301,-0.023,0.871
920,0.305,-0.016,0.867
921,0.309,-0.016,0.875
922,0.305,-0.020,0.875
923,0.305,-0.020,0.875
924,0.309,-0.016,0.875
925,0.312,-0.016,0.875
926,0.309,-0.012,0.879
927,0.301,-0.012,0.879
928,0.305,-0.020,0.867
929,0.309,-0.020,0.863
930,0.309,-0.012,0.875
