Sample,X,Y,Z
179,0.008,-0.328,0.879
180,0.008,-0.332,0.879
181,0.012,-0.336,0.871
182,0.012,-0.324,0.879
183,0.008,-0.340,0.871
184,0.012,-0.344,0.879
185,0.008,-0.340,0.871
186,0.012,-0.336,0.859
187,0.016,-0.340,0.867
188,0.008,-0.348,0.863
189,0.008,-0.344,0.867
190,0.004,-0.348,0.867
191,0.008,-0.352,0.875
192,0.008,-0.336,0.867
193,0.016,-0.336,0.871
194,0.012,-0.328,0.871
195,0.012,-0.344,0.863
196,0.012,-0.344,0.871
197,0.020,-0.348,0.867
198,0.008,-0.340,0.871
199,0.012,-0.340,0.863
200,0.016,-0.336,0.867
201,0.016,-0.344,0.875
202,0.012,-0.340,0.871
203,0.012,-0.332,0.879
204,0.004,-0.340,0.875
205,0.008,-0.340,0.871
206,0.008,-0.340,0.879
207,0.012,-0.336,0.871
208,0.012,-0.344,0.883
209,0.012,-0.348,0.875
210,0.016,-0.336,0.883
211,0.016,-0.340,0.879
212,0.016,-0.340,0.875
213,0.012,-0.336,0.879
214,0.004,-0.344,0.875
215,0.008,-0.328,0.875
216,0.020,-0.344,0.871
217,0.023,-0.336,0.867
218,0.020,-0.340,0.867
219,0.016,-0.340,0.863
220,0.012,-0.344,0.867
221,0.012,-0.340,0.867
222,0.020,-0.340,0.859
223,0.008,-0.340,0.859
224,0.020,-0.332,0.863
225,0.012,-0.336,0.863
226,0.012,-0.340,0.855
227,0.012,-0.344,0.859
228,0.016,-0.348,0.855
229,0.016,-0.336,0.859
230,0.012,-0.336,0.859
231,0.020,-0.332,0.867
232,0.012,-0.340,0.859
233,0.016,-0.336,0.879
234,0.020,-0.340,0.875
235,0.016,-0.336,0.875
236,0.012,-0.340,0.871
237,0.020,-0.344,0.867
238,0.012,-0.336,0.871
239,0.008,-0.340,0.879
240,0.008,-0.340,0.875
241,0.008,-0.348,0.871
242,0.008,-0.344,0.867
243,0.008,-0.344,0.871
244,0.016,-0.352,0.867
245,0.020,-0.344,0.875
246,0.016,-0.348,0.867
247,0.012,-0.348,0.867
248,0.012,-0.336,0.871
249,0.012,-0.336,0.863
250,0.016,-0.336,0.871
251,0.012,-0.344,0.867
252,0.016,-0.340,0.871
253,0.012,-0.344,0.863
254,0.008,-0.340,0.871
255,0.016,-0.348,0.875
256,0.004,-0.332,0.875
257,0.012,-0.340,0.871
258,0.008,-0.336,0.867
259,0.016,-0.332,0.879
260,0.016,-0.340,0.863
261,0.008,-0.344,0.867
262,0.008,-0.340,0.863
263,0.016,-0.336,0.859
264,0.016,-0.336,0.871
265,0.008,-0.344,0.867
266,0.012,-0.340,0.867
267,0.016,-0.340,0.871
268,0.012,-0.344,0.867
269,0.012,-0.340,0.871
270,0.008,-0.336,0.867
271,0.020,-0.348,0.871
272,0.004,-0.332,0.867
273,0.012,-0.332,0.875
274,0.008,-0.332,0.859
275,0.004,-0.340,0.871
276,0.016,-0.344,0.871
277,0.008,-0.340,0.863
278,0.012,-0.340,0.867
279,0.008,-0.340,0.871
280,0.016,-0.332,0.879
281,0.016,-0.336,0.879
282,0.008,-0.344,0.879
283,0.008,-0.344,0.883
284,0.008,-0.332,0.875
285,0.016,-0.340,0.871
286,0.016,-0.344,0.867
287,0.023,-0.332,0.883
288,0.012,-0.336,0.875
289,0.012,-0.336,0.875
290,0.012,-0.348,0.875
291,0.016,-0.348,0.859
292,0.012,-0.344,0.859
293,0.012,-0.344,0.859
294,0.008,-0.340,0.855
295,0.008,-0.344,0.863
296,0.008,-0.344,0.859
297,0.008,-0.340,0.852
298,0.016,-0.344,0.863
299,0.012,-0.344,0.859
300,0.008,-0.352,0.871
301,0.008,-0.336,0.863
302,0.012,-0.344,0.863
303,0.008,-0.336,0.875
304,0.004,-0.332,0.875
305,0.020,-0.344,0.875
306,0.008,-0.328,0.871
307,0.012,-0.340,0.879
308,0.016,-0.340,0.871
309,0.008,-0.344,0.875
310,0.008,-0.340,0.867
311,0.008,-0.340,0.871
312,0.012,-0.340,0.871
313,0.008,-0.336,0.867
314,0.008,-0.340,0.867
315,0.012,-0.332,0.879
316,0.016,-0.340,0.871
317,0.016,-0.340,0.875
318,0.020,-0.348,0.859
319,0.016,-0.352,0.863
320,0.020,-0.348,0.863
321,0.008,-0.336,0.863
322,0.020,-0.340,0.867
323,0.012,-0.348,0.879
324,0.008,-0.336,0.871
325,0.012,-0.336,0.871
326,0.008,-0.332,0.875
327,0.016,-0.340,0.871
328,0.016,-0.336,0.875
329,0.020,-0.340,0.875
330,0.012,-0.344,0.867
331,0.012,-0.348,0.871
332,0.004,-0.340,0.875
333,0.008,-0.336,0.867
334,0.016,-0.336,0.859
335,0.016,-0.344,0.863
336,0.012,-0.336,0.867
337,0.016,-0.348,0.875
338,0.016,-0.336,0.871
339,0.012,-0.336,0.875
340,0.008,-0.352,0.867
341,0.008,-0.348,0.871
342,0.012,-0.344,0.875
343,0.016,-0.336,0.887
344,0.020,-0.340,0.863
345,0.016,-0.348,0.867
346,0.008,-0.340,0.879
347,0.012,-0.340,0.875
348,0.008,-0.348,0.871
349,0.016,-0.340,0.871
350,0.012,-0.328,0.867
351,0.008,-0.336,0.875
352,0.016,-0.344,0.871
353,0.008,-0.344,0.871
354,0.012,-0.348,0.867
355,0.012,-0.332,0.863
356,0.016,-0.340,0.867
357,0.012,-0.332,0.871
358,0.008,-0.340,0.871
359,0.004,-0.336,0.871
360,0.008,-0.336,0.867
361,0.008,-0.340,0.863
362,0.008,-0.344,0.863
363,0.020,-0.344,0.863
364,0.016,-0.336,0.855
365,0.012,-0.344,0.859
366,0.012,-0.336,0.855
367,0.016,-0.340,0.863
368,0.008,-0.344,0.859
369,0.008,-0.340,0.867
370,0.012,-0.340,0.863
371,0.016,-0.332,0.871
372,0.012,-0.328,0.871
373,0.008,-0.336,0.871
374,0.008,-0.344,0.871
375,0.016,-0.348,0.875
376,0.016,-0.340,0.879
377,0.012,-0.348,0.879
378,0.008,-0.332,0.871
379,0.004,-0.332,0.879
380,0.008,-0.332,0.883
381,0.012,-0.336,0.883
382,0.004,-0.340,0.891
383,0.012,-0.336,0.887
384,0.012,-0.340,0.887
385,0.016,-0.340,0.879
386,0.008,-0.336,0.887
387,0.016,-0.340,0.867
388,0.008,-0.332,0.859
389,0.020,-0.340,0.867
390,0.016,-0.340,0.867
391,0.012,-0.348,0.859
392,0.023,-0.332,0.859
393,0.012,-0.340,0.867
394,0.012,-0.344,0.871
395,0.020,-0.344,0.855
396,0.012,-0.332,0.871
397,0.012,-0.336,0.871
398,0.012,-0.340,0.867
399,0.008,-0.332,0.875
400,0.008,-0.336,0.863
401,0.008,-0.336,0.871
402,0.012,-0.344,0.863
403,0.012,-0.340,0.871
404,0.008,-0.336,0.871
405,0.008,-0.336,0.875
406,0.008,-0.340,0.867
407,0.004,-0.344,0.859
408,0.008,-0.336,0.859
409,0.016,-0.340,0.859
410,0.020,-0.340,0.863
411,0.008,-0.336,0.855
412,0.008,-0.332,0.852
413,0.023,-0.336,0.871
414,0.008,-0.332,0.863
415,0.012,-0.344,0.867
416,0.016,-0.340,0.875
417,0.004,-0.332,0.871
418,0.012,-0.340,0.883
419,0.008,-0.340,0.871
420,0.016,-0.344,0.871
421,0.020,-0.348,0.883
422,0.016,-0.344,0.883
423,0.004,-0.332,0.891
424,0.004,-0.340,0.883
425,0.012,-0.336,0.879
426,0.008,-0.332,0.887
427,0.012,-0.332,0.883
428,0.012,-0.332,0.863
429,0.012,-0.332,0.875
430,0.020,-0.344,0.879
431,0.016,-0.340,0.875
432,0.008,-0.332,0.871
433,0.008,-0.344,0.875
434,0.012,-0.332,0.871
435,0.004,-0.336,0.871
436,0.016,-0.344,0.867
437,0.012,-0.344,0.879
438,0.012,-0.340,0.879
439,0.023,-0.344,0.871
440,0.008,-0.344,0.867
441,0.020,-0.340,0.871
442,0.008,-0.340,0.867
443,0.016,-0.336,0.859
444,0.008,-0.344,0.863
445,0.012,-0.348,0.863
446,0.012,-0.344,0.863
447,0.012,-0.336,0.863
448,0.016,-0.336,0.863
449,0.016,-0.340,0.859
450,0.012,-0.336,0.859
451,0.012,-0.336,0.871
452,0.008,-0.344,0.867
453,0.012,-0.340,0.863
454,0.008,-0.340,0.859
455,0.016,-0.344,0.879
456,0.008,-0.344,0.863
457,0.012,-0.340,0.871
458,0.004,-0.340,0.879
459,0.004,-0.348,0.883
460,0.008,-0.348,0.875
461,0.008,-0.336,0.871
462,0.020,-0.336,0.875
463,0.012,-0.336,0.867
464,0.004,-0.336,0.879
465,0.012,-0.336,0.875
466,0.008,-0.336,0.863
467,0.008,-0.340,0.867
468,0.016,-0.336,0.871
469,0.008,-0.336,0.879
470,0.016,-0.344,0.871
471,0.008,-0.344,0.875
472,0.016,-0.344,0.871
473,0.004,-0.340,0.875
474,0.016,-0.340,0.887
475,0.008,-0.340,0.871
476,0.020,-0.344,0.891
477,0.016,-0.336,0.883
478,0.008,-0.336,0.871
479,0.012,-0.348,0.875
480,0.016,-0.336,0.875
481,0.012,-0.336,0.859
482,0.016,-0.340,0.859
483,0.016,-0.336,0.875
484,0.008,-0.340,0.867
485,0.008,-0.344,0.867
486,0.008,-0.332,0.855
487,0.012,-0.344,0.863
488,0.016,-0.340,0.859
489,0.008,-0.340,0.863
490,0.016,-0.340,0.867
491,0.012,-0.344,0.867
492,0.008,-0.344,0.852
493,0.012,-0.348,0.859
494,0.012,-0.336,0.844
495,0.016,-0.348,0.859
496,0.012,-0.344,0.863
497,0.008,-0.336,0.867
498,0.004,-0.336,0.867
499,0.008,-0.336,0.867
500,0.008,-0.336,0.871
501,0.012,-0.348,0.875
502,0.008,-0.340,0.875
503,0.008,-0.340,0.879
504,0.012,-0.332,0.891
505,0.004,-0.336,0.875
506,0.004,-0.340,0.871
507,0.008,-0.344,0.875
508,0.016,-0.340,0.875
509,0.008,-0.340,0.875
510,0.004,-0.344,0.887
511,0.016,-0.332,0.879
512,0.008,-0.336,0.879
513,0.008,-0.340,0.887
514,0.008,-0.336,0.879
515,0.012,-0.336,0.887
516,0.012,-0.344,0.875
517,0.008,-0.336,0.871
518,0.012,-0.328,0.863
519,0.008,-0.336,0.863
520,0.012,-0.344,0.871
521,0.012,-0.340,0.863
522,0.012,-0.340,0.863
523,0.008,-0.352,0.867
524,0.016,-0.344,0.848
525,0.012,-0.340,0.863
526,0.012,-0.344,0.871
527,0.020,-0.348,0.871
528,0.020,-0.344,0.871
529,0.016,-0.344,0.863
530,0.012,-0.348,0.863
531,0.012,-0.348,0.863
532,0.016,-0.340,0.871
533,0.012,-0.340,0.863
534,0.012,-0.348,0.863
535,0.008,-0.348,0.863
536,0.016,-0.344,0.859
537,0.008,-0.340,0.859
538,0.008,-0.340,0.855
539,0.008,-0.336,0.871
540,0.008,-0.336,0.863
541,0.008,-0.344,0.875
542,0.012,-0.336,0.875
543,0.012,-0.344,0.879
544,0.008,-0.348,0.887
545,0.008,-0.344,0.883
546,0.012,-0.332,0.891
547,0.012,-0.336,0.883
548,0.016,-0.336,0.879
549,0.012,-0.340,0.883
550,0.008,-0.336,0.887
551,0.016,-0.336,0.883
552,0.020,-0.340,0.883
553,0.016,-0.332,0.887
554,0.012,-0.336,0.879
555,0.016,-0.336,0.879
556,0.016,-0.340,0.871
557,0.012,-0.340,0.883
558,0.012,-0.332,0.875
559,0.020,-0.344,0.867
560,0.020,-0.336,0.875
561,0.012,-0.340,0.867
562,0.012,-0.340,0.871
563,0.016,-0.336,0.867
564,0.004,-0.344,0.863
565,0.008,-0.340,0.855
566,0.012,-0.344,0.859
567,0.008,-0.328,0.867
568,0.008,-0.344,0.855
569,0.008,-0.336,0.867
570,0.012,-0.348,0.855
571,0.012,-0.336,0.855
572,0.012,-0.336,0.859
573,0.012,-0.344,0.859
574,0.012,-0.344,0.852
575,0.020,-0.344,0.852
576,0.012,-0.336,0.863
577,0.020,-0.344,0.848
578,0.020,-0.348,0.863
579,0.004,-0.344,0.859
580,0.012,-0.340,0.867
581,0.012,-0.340,0.863
582,0.008,-0.336,0.867
583,0.008,-0.336,0.859
584,0.004,-0.340,0.871
585,0.012,-0.340,0.867
586,0.012,-0.340,0.883
587,0.008,-0.336,0.871
588,0.008,-0.340,0.867
589,0.008,-0.344,0.867
590,0.004,-0.328,0.867
591,0.012,-0.344,0.875
592,0.004,-0.340,0.871
593,0.012,-0.336,0.879
594,0.008,-0.328,0.891
595,0.012,-0.328,0.879
596,0.008,-0.336,0.887
597,0.016,-0.336,0.875
598,0.016,-0.344,0.883
599,0.012,-0.340,0.875
600,0.012,-0.336,0.879
601,0.012,-0.336,0.879
602,0.012,-0.332,0.883
603,0.012,-0.344,0.871
604,0.012,-0.344,0.871
605,0.016,-0.344,0.871
606,0.008,-0.336,0.867
607,0.012,-0.344,0.875
608,0.016,-0.340,0.871
609,0.016,-0.324,0.875
610,0.008,-0.332,0.863
611,0.012,-0.340,0.867
612,0.008,-0.340,0.871
613,0.008,-0.332,0.871
614,0.012,-0.340,0.867
615,0.016,-0.336,0.871
616,0.008,-0.332,0.867
617,0.008,-0.344,0.867
618,0.012,-0.352,0.867
619,0.012,-0.340,0.867
620,0.004,-0.340,0.863
621,0.008,-0.332,0.871
622,0.004,-0.340,0.855
623,0.016,-0.340,0.859
624,0.008,-0.340,0.863
625,0.004,-0.344,0.855
626,0.016,-0.340,0.852
627,0.012,-0.340,0.859
628,0.016,-0.336,0.852
629,0.012,-0.340,0.867
630,0.012,-0.332,0.867
631,0.008,-0.340,0.859
632,0.008,-0.344,0.867
633,0.012,-0.344,0.871
634,0.008,-0.336,0.875
635,0.016,-0.344,0.875
636,0.008,-0.340,0.879
637,0.012,-0.340,0.875
638,0.012,-0.332,0.879
639,0.012,-0.340,0.871
640,0.012,-0.344,0.871
641,0.016,-0.344,0.871
642,0.008,-0.336,0.883
643,0.016,-0.332,0.879
644,0.012,-0.328,0.887
645,0.012,-0.344,0.871
646,0.016,-0.340,0.871
647,0.012,-0.344,0.879
648,0.004,-0.336,0.871
649,0.008,-0.344,0.859
650,0.008,-0.340,0.859
651,0.012,-0.332,0.871
652,0.004,-0.336,0.855
653,0.008,-0.344,0.863
654,0.004,-0.332,0.848
655,0.016,-0.336,0.852
656,0.016,-0.340,0.855
657,0.012,-0.336,0.852
658,0.016,-0.336,0.867
659,0.008,-0.340,0.875
660,0.008,-0.344,0.875
661,0.016,-0.340,0.875
662,0.012,-0.332,0.891
663,0.020,-0.344,0.891
664,0.012,-0.340,0.891
665,0.012,-0.328,0.879
666,0.020,-0.336,0.895
667,0.012,-0.344,0.887
668,0.020,-0.344,0.871
669,0.004,-0.336,0.863
670,0.008,-0.340,0.867
671,0.012,-0.344,0.863
672,0.020,-0.332,0.855
673,0.012,-0.344,0.863
674,0.016,-0.344,0.863
675,0.008,-0.332,0.855
676,0.016,-0.344,0.863
677,0.012,-0.340,0.867
678,0.016,-0.336,0.875
679,0.020,-0.332,0.871
680,0.012,-0.340,0.875
681,0.016,-0.344,0.859
682,0.008,-0.348,0.871
683,0.012,-0.340,0.863
684,0.012,-0.336,0.863
685,0.012,-0.344,0.863
686,0.020,-0.336,0.867
687,0.012,-0.348,0.867
688,0.008,-0.348,0.867
689,0.012,-0.344,0.852
690,0.016,-0.344,0.871
691,0.012,-0.340,0.863
692,0.008,-0.336,0.867
693,0.020,-0.340,0.875
694,0.012,-0.348,0.867
695,0.008,-0.332,0.863
696,0.012,-0.344,0.871
697,0.012,-0.340,0.875
698,0.012,-0.336,0.875
699,0.016,-0.344,0.863
700,0.016,-0.344,0.871
701,0.008,-0.340,0.863
702,0.016,-0.340,0.871
703,0.008,-0.328,0.875
704,0.008,-0.332,0.891
705,0.008,-0.336,0.879
706,0.020,-0.340,0.875
707,0.016,-0.340,0.895
708,0.020,-0.352,0.887
709,0.012,-0.344,0.871
710,0.012,-0.336,0.883
711,0.012,-0.344,0.875
712,0.008,-0.336,0.875
713,0.008,-0.340,0.875
714,0.012,-0.340,0.867
715,0.004,-0.340,0.863
716,0.004,-0.340,0.867
717,0.008,-0.344,0.867
718,0.004,-0.348,0.875
719,0.016,-0.348,0.863
720,0.012,-0.340,0.859
721,0.012,-0.336,0.875
722,0.008,-0.344,0.859
723,0.004,-0.344,0.863
724,0.008,-0.348,0.875
725,0.012,-0.344,0.867
726,0.012,-0.340,0.871
727,0.012,-0.348,0.855
728,0.020,-0.332,0.859
729,0.012,-0.340,0.863
730,0.020,-0.336,0.859
731,0.008,-0.344,0.852
732,0.012,-0.336,0.859
733,0.008,-0.344,0.855
734,0.008,-0.344,0.875
735,0.020,-0.340,0.863
736,0.012,-0.344,0.867
737,0.016,-0.348,0.867
738,0.008,-0.340,0.871
739,0.008,-0.340,0.867
740,0.008,-0.340,0.867
741,0.008,-0.340,0.875
742,0.016,-0.336,0.871
743,0.012,-0.336,0.875
744,0.004,-0.332,0.875
745,0.008,-0.340,0.867
746,0.008,-0.344,0.879
747,0.016,-0.340,0.875
748,0.012,-0.336,0.883
749,0.016,-0.336,0.875
750,0.012,-0.336,0.867
751,0.016,-0.348,0.875
752,0.020,-0.352,0.871
753,0.008,-0.336,0.879
754,0.012,-0.344,0.871
755,0.012,-0.348,0.883
756,0.012,-0.336,0.867
757,0.020,-0.336,0.875
758,0.012,-0.348,0.867
759,0.012,-0.344,0.863
760,0.012,-0.348,0.867
761,0.012,-0.336,0.871
762,0.008,-0.336,0.879
763,0.016,-0.340,0.879
764,0.012,-0.336,0.875
765,0.008,-0.340,0.871
766,0.012,-0.336,0.859
767,0.012,-0.340,0.867
768,0.008,-0.340,0.871
769,0.012,-0.344,0.859
770,0.012,-0.332,0.863
771,0.012,-0.344,0.855
772,0.008,-0.344,0.859
773,0.016,-0.344,0.855
774,0.008,-0.336,0.848
775,0.008,-0.344,0.863
776,0.012,-0.344,0.859
777,0.020,-0.336,0.871
778,0.012,-0.340,0.871
779,0.008,-0.340,0.859
780,0.012,-0.336,0.863
781,0.008,-0.340,0.871
782,0.012,-0.340,0.863
783,0.004,-0.340,0.867
784,0.012,-0.332,0.867
785,0.012,-0.336,0.875
786,0.016,-0.348,0.867
787,0.016,-0.352,0.875
788,0.012,-0.340,0.879
789,0.012,-0.336,0.875
790,0.012,-0.340,0.879
791,0.008,-0.336,0.887
792,0.012,-0.332,0.883
793,0.016,-0.336,0.883
794,0.008,-0.340,0.879
795,0.004,-0.336,0.879
796,0.012,-0.340,0.887
797,0.016,-0.340,0.887
798,0.016,-0.332,0.887
799,0.004,-0.340,0.875
800,0.008,-0.344,0.883
801,0.008,-0.348,0.887
802,0.008,-0.344,0.875
803,0.012,-0.344,0.871
804,0.016,-0.340,0.871
805,0.016,-0.332,0.871
806,0.008,-0.344,0.863
807,0.004,-0.336,0.859
808,0.012,-0.332,0.867
809,0.016,-0.344,0.852
810,0.008,-0.348,0.871
811,0.008,-0.340,0.867
812,0.008,-0.340,0.863
813,0.012,-0.344,0.867
814,0.016,-0.336,0.875
815,0.012,-0.340,0.875
816,0.016,-0.336,0.875
817,0.008,-0.348,0.871
818,0.020,-0.352,0.859
819,0.012,-0.336,0.867
820,0.016,-0.344,0.863
821,0.012,-0.340,0.871
822,0.016,-0.348,0.859
823,0.020,-0.344,0.855
824,0.020,-0.348,0.859
825,0.012,-0.340,0.863
826,0.016,-0.336,0.875
827,0.016,-0.355,0.863
828,0.008,-0.332,0.859
829,0.016,-0.344,0.863
830,0.008,-0.344,0.863
831,0.008,-0.340,0.879
832,0.016,-0.344,0.871
833,0.023,-0.340,0.867
834,0.016,-0.336,0.875
835,0.012,-0.344,0.871
836,0.012,-0.344,0.879
837,0.012,-0.340,0.875
838,0.004,-0.332,0.883
839,0.008,-0.340,0.875
840,0.016,-0.328,0.887
841,0.004,-0.336,0.875
842,0.012,-0.340,0.867
843,0.012,-0.340,0.879
844,0.012,-0.336,0.875
845,0.016,-0.348,0.883
846,0.008,-0.340,0.879
847,0.016,-0.336,0.863
848,0.008,-0.348,0.867
849,0.012,-0.348,0.875
850,0.012,-0.348,0.867
851,0.012,-0.344,0.867
852,0.012,-0.344,0.871
853,0.008,-0.340,0.875
854,0.016,-0.328,0.883
855,0.012,-0.328,0.871
856,0.008,-0.336,0.867
857,0.016,-0.336,0.867
858,0.008,-0.344,0.867
859,0.016,-0.340,0.871
860,0.008,-0.340,0.863
861,0.008,-0.328,0.867
862,0.008,-0.344,0.863
863,0.012,-0.344,0.863
864,0.008,-0.340,0.879
865,0.012,-0.336,0.867
866,0.012,-0.344,0.875
867,0.008,-0.336,0.875
868,0.016,-0.336,0.871
869,0.012,-0.348,0.859
870,0.012,-0.340,0.867
871,0.012,-0.340,0.875
872,0.016,-0.348,0.871
873,0.012,-0.344,0.875
874,0.008,-0.340,0.863
875,0.016,-0.340,0.871
876,0.020,-0.344,0.871
877,0.008,-0.348,0.871
878,0.012,-0.344,0.867
879,0.012,-0.348,0.867
880,0.008,-0.340,0.879
881,0.008,-0.344,0.875
882,0.012,-0.336,0.887
883,0.012,-0.344,0.867
884,0.016,-0.348,0.863
885,0.008,-0.348,0.875
886,0.008,-0.344,0.871
887,0.008,-0.340,0.871
888,0.016,-0.332,0.863
889,0.016,-0.332,0.863
890,0.008,-0.344,0.875
891,0.012,-0.348,0.867
892,0.008,-0.340,0.871
893,0.016,-0.344,0.863
894,0.008,-0.340,0.863
895,0.008,-0.340,0.863
896,0.023,-0.340,0.875
897,0.008,-0.332,0.867
898,0.012,-0.348,0.863
899,0.012,-0.348,0.867
900,0.016,-0.340,0.875
901,0.012,-0.336,0.879
902,0.016,-0.344,0.867
903,0.016,-0.336,0.887
904,0.012,-0.344,0.871
905,0.012,-0.344,0.867
906,0.012,-0.336,0.875
907,0.020,-0.340,0.871
908,0.020,-0.340,0.871
909,0.012,-0.344,0.867
910,0.020,-0.340,0.867
911,0.016,-0.344,0.855
912,0.016,-0.344,0.871
913,0.008,-0.340,0.871
914,0.012,-0.340,0.867
915,0.004,-0.340,0.859
916,0.012,-0.348,0.859
917,0.020,-0.336,0.863
918,0.008,-0.344,0.859
919,0.004,-0.332,0.863
920,0.012,-0.352,0.863
921,0.016,-0.340,0.867
922,0.008,-0.332,0.855
923,0.012,-0.336,0.859
924,0.020,-0.340,0.867
925,0.020,-0.340,0.867
926,0.012,-0.340,0.859
927,0.016,-0.352,0.863
928,0.008,-0.340,0.855
929,0.008,-0.340,0.859
930,0.008,-0.340,0.867
